0,1,2
"<p>Help us ring in the New Year at a special screening of this classic romantic comedy starring Katharine Hepburn and Cary Grant. Come as you are or dress to the nines. Enjoy a glass of champagne. After the film, stick around and watch the ball drop on our biggest screen!</p><p>&nbsp;<strong>For something even more special, reserve a seat-side table for two with your very own bottle of champagne! We have a limited number of tables, so book yours today.</strong></p>",{film},{}
"<p>The Kentucky Black Writers Collaborative and 91.3 WUKY present the second installment of the second Kentucky Black Writers Series, SAY IT LOUD: ALL ABOUT LOVE. This recurring live event and discussion is designed to showcase both prominent and emerging Black writers of the Commonwealth.</p><p><br></p><p>This event pays homage to bell hooks and her provocative and deeply personal book, All About Love. Enjoy readings by Samar Johnson, Deidra White, April Sims, and Monet Proctor that celebrate Black Love and its many expressions through their writing on this joyful, not-to-be missed evening. The event is free and open to the public.</p>","{reading,Black writers,literary arts}",{}
<p>Afroman with:</p><ul><li>Benny Snell</li><li>The Ski Mask Cowboy</li><li>Kid Lennon</li><li>Lexie and the BAMFFK</li></ul><p>Doors: 8pm // Show: 8pm</p>,{music},{}
"<p>Join the Lex Center for Creative ReUse for an evening of crafting and karaoke!</p><p>Bring along your own craft projects, or try one of ours. You're welcome to bring snacks, too.</p><p>This event will be in the Luigart Studios space on the second floor above the Lex Center for Creative ReUse.</p><p>This is a free event, and donations are welcome.</p>","{craft,karaoke}",{}
<p>Get out of your cooking comfort zone in Bite Club: A Cookbook Club for Food Lovers. A new theme or cuisine will be represented by an array of cookbooks each meeting.</p><p><br></p><p>For Black History Month we will be using African American cookbooks. Members can choose a recipe and contribute a potluck dish to sample or simply come to taste and discuss for the next meeting.</p>,"{food,cooking,hobby}",{}
"<p>Bring your favorite 5- to 13-year-old makers to the Lex Center for Creative ReUse for an afternoon of crafting with Fisayo!</p><p>We'll have all the materials you need to make 3D paper flowers, friendship bracelets, sun catchers, lanterns, and more.</p><p>This is a free event sponsored by the Lex Center for Creative ReUse. Donations to the center are welcome.</p>",{craft},{}
"<p>Step back to the '90s at our Totally 90s New Year Party with Vinyl Richie at Manchester Music Hall! Neon lights, '90s tunes, and all the nostalgia you can handle. Vinyl Richie will take you back in time with a live concert of your favorite songs from the era...think Nirvana, Spice Girls, Snoop Dogg, Green Day and more! Come dressed in your best '90s garb and get ready to groove to the beats that defined a generation. </p><ul><li>Doors open at 7:00 pm.</li><li>Live music starts at 8:00 pm with Skunch.</li><li>Vinyl Richie will take the stage at 9:00.</li><li>DJ D-Dub will take us into the new year, starting at 11:45.</li></ul><p>When the clock strikes midnight, the energy will skyrocket as we unveil a spectacular balloon drop, flooding the dance floor with a cascade of balloons! Grab a glass and join the crowd for a champagne toast, toasting to a new year filled with rad moments and endless possibilities. It's a night to remember as we welcome the future while reliving the past. Let's make memories that’ll last a lifetime! </p>","{music,holiday}",{}
"<p>Sunmates, Saving Escape, and Much Obliged at The Fishtank! $10! 9pm! 21+</p>","{live music,music}",{}
"<p>Lexington, KY! You asked for it, and we heard you! NYE weekend catch VP playing late night at The Fishtank after Tyler Childers each night. Join us December 30th and 31st to say goodbye to 2023 and ring in 2024 with that late night VP vibe! Expect to see lots of friends and familiar faces sitting in with us over 2 nights. Stay tuned for more details and giveaways to come. Tag a friend or the one you're kissing Sunday at midnight!</p><p><em>Poster design Walt Blythe</em></p>",{music},{}
"<p><strong style=""color: rgb(82, 82, 82);"">Lexington Senior Center&nbsp;</strong></p><p><strong style=""color: rgb(0, 0, 0);"">February 9 - March 29&nbsp;&nbsp;</strong></p><p><span style=""color: rgb(82, 82, 82);"">Paintings displayed in this exhibition are from a senior citizens’ class held weekly at the Bell House in Lexington. They represent all levels of experience in either acrylics or oils. Part of the pleasure of painting is an opportunity to exhibit one’s work and we appreciate the chance to have this gently juried showing sponsored by the Lexington Art League. The Bell House is a satellite center of the Lexington Senior Center. It is free and open to independent Fayette County residents 60 years and older.</span></p><p><br></p><p><span style=""color: rgb(82, 82, 82);""><span class=""ql-cursor"">﻿﻿</span>To learn more about the Bell House Senior Programs&nbsp;</span><a href=""https://www.lexingtonky.gov/senior-programs-at-bell-house"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(36, 103, 141); background-color: rgb(255, 255, 255);"">click here</a><span style=""color: rgb(82, 82, 82);"">.</span></p>","{gallery,painting}",{}
<p>Join Sequoia at the Lex Center for Creative ReUse to learn how to crochet a Yip-Yip!</p><p>Attendees must already know how to do a crochet chain and single crochet. Materials and instruction will be provided.</p>,{craft},{}
"<p>New Year's Eve is a marathon, not a sprint, and we're ready to party all day at Al's!</p><p>We'll be opening at 1 with some classic day drink specials and food from Luna, with afternoon tunes from our friends Lylak, Sunmates, and Wicked Peace! Come day party with us and ring in the new year a little early!</p>","{music,holiday}",{}
"<p><strong>John D’Orazio</strong></p><p><strong>February 9 - April 5&nbsp;</strong></p><p><strong>&nbsp;</strong><span style=""color: rgb(34, 34, 34);"">Each of the paintings in the&nbsp;</span><em style=""color: rgb(34, 34, 34);"">Prismatic</em><span style=""color: rgb(34, 34, 34);"">&nbsp;series is intended to highlight the physical beauty that results when a prism refracts light into the visible color spectrum.&nbsp;I’ve tried to combine the beauty of a rainbow, which has long been a&nbsp;symbol of hope, with the ordered accuracy of mathematics.&nbsp;Just as rainbows appear in the sky after violent weather, these canvases can remind us that hope and optimism exist even amidst life's storms.&nbsp;Within each of us lies the ability to paint our own prisms of resilience, joy, and hope.</span></p><p><br></p><p><span style=""color: rgb(34, 34, 34);""><span class=""ql-cursor"">﻿﻿</span>Visit John's website,&nbsp;</span><a href=""http://jadartstudio.com/"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(36, 103, 141);"">jadartstudio.com</a><span style=""color: rgb(17, 85, 204);"">.</span></p>","{gallery,painting}",{}
<p>We're looking for teams of 5 to try their brains at library-created trivia questions on anything from pop culture to Lexington history. The winning team will win $25 gift certificates to the Friends of the Library Book Cellar. </p>,{trivia},{}
"<p>Join Sequoia and the Lex Center for Creative ReUse for a hands-on printing workshop!</p><p>This workshop is designed for artists of all levels. Guided by the experienced and talented Sequoia, participants will delve into the world of Gelli Printing - a form of monotype printmaking using a flexible plate. You'll walk away with your own unique print and a new set of skills.</p><p>Materials and instruction will be provided.</p>",{craft},{}
<p>Get ready to ring in the New Year with Dark Moon Hollow &amp; Cody Lee Meece. Drink specials and food will be available. Champagne at midnight</p>,"{music,holiday}",{}
"<p><strong style=""color: rgb(82, 82, 82);"">Claire Thompson&nbsp;|&nbsp;&nbsp;<em>Everything You've Ever Dreamed of and More</em>&nbsp;|</strong></p><p>February 9 - March 29&nbsp;&nbsp;</p><p><em style=""color: rgb(34, 34, 34);"">Everything You've Ever Dreamed of and More</em><span style=""color: rgb(34, 34, 34);"">&nbsp;is a show about true love. It's a show about slaying a dragon. It's a show about growing up. It's a show about extra ranch on the side. It's a show about humiliation. It's a show about hellfire. It’s a show about paradise. It's a show about you. It's a show about everything you could ever even dream of. And even more.</span></p><p><br></p><p><span style=""color: rgb(34, 34, 34);""><span class=""ql-cursor"">﻿﻿</span>Visit Claire's website,&nbsp;</span><a href=""http://clairethompsonart.com/"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(36, 103, 141); background-color: rgb(255, 255, 255);"">ClaireThompsonArt.com</a><span style=""color: rgb(34, 34, 34);"">.</span></p>","{gallery,painting}",{}
"<p>Join Rebecca at the Lex Center for Creative ReUse to learn how to carve an eraser and make tiny prints with it!</p><p>Eraser carving is a wonderful way to enter the world of making your own stamps, and a great starter skill for lino cutting.</p><p>Supplies and instruction will be provided. This workshop is suitable for beginners.</p>",{craft},{}
"<p>No Cover! Complimentary champagne toasts at midnight! Champagne also available to purchase by the glass or bottle all night. Dick Clark's New Year’s Eve Countdown Celebration on every TV and speaker.</p><p>Come as you are, bring your own masquerade mask, or we'll provide you one to decorate for Free! We'll have our Masquerade Mask Decoration Station full of glues, glitter, feathers, paint.. all ready for you to make it your very own signature Masquerade mask! The best masquerade mask from the decoration station wins a special prize. Contest ends and winner announced at 11:30p!</p><p>We'll have a New Year's Eve Masquerade Back Drop, perfect to capture those memorable moments and gorgeous masks!</p><p>Enjoy locally made brews, sip some champagne, do some crafts, show off your best Masquerade attire, and enjoy ringing in the New Year with your friends and loved ones with us!</p>",{holiday},{}
<p>Join Sara Brown of Southern Drawl Arts for an evening of watercolor painting!</p><p>Enjoy classic tunes on mix tapes while you paint an 80s-style watercolor landscape painting.</p><p>Materials and instruction will be provided.</p>,{craft},{}
"<p><span style=""color: rgb(5, 5, 5);"">Grab a beer and get ready to hear true stories told live! In honor of the leap year, this month's theme is ""Taking a Leap."" We've got stories of all kinds of leaps-- from the great to the not-so-great. We can't wait to see y'all!</span></p>",{story},{}
<p>Dance the year away at The Virginia with The Next Level Band of Charlotte and Travis Harris and The West Coast Turnarounds!</p>,"{music,holiday}",{}
"<p>Tix go on sale Wednesday 1/24 at 10am.&nbsp;<img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t77/2/16/1f39f.png"" alt=""🎟️"" height=""16"" width=""16""><a href=""https://bit.ly/TH-RV?fbclid=IwAR3lSVsPRbmKD_tRAZN-NwdUeXH6BnA2JEqHRhZFcnQBCyX6C-clpRlRK1o"" rel=""noopener noreferrer"" target=""_blank"" style=""color: var(--blue-link);"">bit.ly/TH-RV</a></p><p>For Taylor Hicks, winning ""American Idol's"" blockbuster fifth season was just the beginning. Hailed as “part Stax, part Motown and part honky-tonk” by The New York Times, Hicks’ intoxicating blend of soul, blues, country, and rock 'n' roll quickly rendered him a household name as he progressed to the show’s record-breaking finale in 2006, a historic television event which drew an audience of more than 200 million viewers. Hicks immediately followed his ""American Idol"" victory with a No. 1 Billboard single and an RIAA®-certified platinum debut, and soon went on to make history as both the first male ""American Idol"" champion featured on a GRAMMY-winning record (Jimmy Fallon’s Blow Your Pants Off), and the first to land a prestigious Las Vegas residency. A versatile artist, actor and advocate, Hicks has since ventured into theater, television and film, starring in Serenbe Playhouse's 2019 production of ""Shenandoah,"" touring as Teen Angel in the popular Broadway musical “Grease” in addition to appearing on “Law &amp; Order: SVU” and hosting the INSP series “State Plate,” which won the Cynopsis TV Award for Best Reality Series (Travel). Hicks’ passion for southern cuisine led him back to his native Alabama, where he opened up SAW's Juke Joint, a restaurant crowned one of the “25 Best Barbecue Spots in America” by Men’s Journal.</p>",{music},{}
"<p>Stop by the Lex Center for Creative ReUse for some casual guided crafting!</p><p>Materials, tools, and instruction will be provided.</p>",{craft},{}
"<p>Get ready to step back in time and relive the glitz, glamour, and groovy vibes of the '70s at Mirror Twin's 'Studio 24' New Years Eve extravaganza! This year promises a night of dazzling disco, fabulous fashion, and non-stop dancing. Join us as we turn MTB into a mini Studio 54 for a night with a live DJ, VIP packages, and an array of photo booths to commemorate the night.</p>",{holiday},{}
"<p>ON SALE NOW&nbsp;<img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t77/2/16/1f39f.png"" alt=""🎟️"" height=""16"" width=""16"">&nbsp;<a href=""https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2FHWY-RV%3Ffbclid%3DIwAR1jdELRiDW82x08sbmYcEXsXzNSkWfM0x4Lv8W-VDbjfCWinLc_ooJZuAo&amp;h=AT1kcziRHRHis2vC2a9IVnKO7-eXffue7OTqEJ41pTaYUG9HTqdYwsWdlAZ6rKTdkupjap2I-YAfPscMbqXAYcdJAxC61Dwi68ozekY0Bg2vEPbafMWIclYmTU3j6UGaATzh7F4&amp;__tn__=q&amp;c[0]=AT0yEs-pBCwZ1yDhhe_7xlHYBDNDOZXudvQni6z_X6DMW2E-0Zh3kt6JNm4GwEZet4mWRnORs-nasWKLxIJmYmk-Sw_l18nmH-5gSjlzamQebM4GHLRfgmAB3R6gC8HZP0vtArRhl1TyVuf87zo3K76OGixs"" rel=""noopener noreferrer"" target=""_blank"" style=""color: var(--blue-link);"">bit.ly/HWY-RV</a></p><p>Perhaps the greatest country music super group in history, the Highwaymen traveled the world performing country music to millions of fans. Your audience will watch in amazement as each song, one hit after another is sung just as if they were seeing the original band perform. This 90 minute country music tribute show is full of upbeat, honky-tonk hits like Ring of Fire, Dukes of Hazard, and On the Road Again.</p><p>Relive The Magic...</p><p>Of The Greatest Country Music Supergroup Of All Time.</p><p>Willie, Waylon &amp; Cash... The Highwaymen/Live!</p>",{music},{}
<p>Join Sequoia at the Lex Center for Creative ReUse to make a unique pendant from polymer clay! Dip your toe into this sculpting medium to make a fun piece of jewelry.</p><p>This is a beginner-friendly class. Materials and instruction will be provided.</p>,{craft},{}
"<p>Looking for a different sort of Valentine's Day experience?</p><p>Put your knowledge of the feline species to good use while supporting our mission to manage Central Kentucky's community cat population. After all, cats take Valentine's Day seriously by reproducing like wildfire this time of year! Help us make kitten season a little less, well, kitten-y through spay and neuter.</p><p>$20 per team (up to 5 people)</p><p>Prizes for 1st and 2nd place</p><p>Cat pun team names encouraged!</p><p>Complimentary snacks (vegan options included)</p><p>Ready-to-use winter shelters will be available at no charge on a first come, first serve basis.</p>",{trivia},{}
"<p>Lexington's New Year's Celebration includes Four Elegant and Safe Experiences:</p><ul><li>Culture Trivia with ""SFx: Shayna Forerunner Xperience""</li><li>Live Concert with ""The BANDj Experience""</li><li>90's/00's HipHop-R&amp;B Party with ""DJ Green""</li><li>Karaoke with ""Keyvoko &amp; The KMF Band""</li><li>Silent Party with ""DJ Priddy &amp; DJ Classiq""</li><li>VIP Room with ""DJ NerdBoi""</li></ul><p>25+ event</p>",{holiday},{}
"<p><span style=""color: rgb(61, 62, 62);"">Join us on Monday, March 4 at 6pm as Beatrice Galilee, the founder of The World Around and author of ‘Radical Architecture of the Future’, takes us on a journey through the cutting-edge world of architecture. Enjoy light bites by Lockbox and a cash bar as we discover how today’s designers are exploring the world’s most complex challenges, creating innovative solutions that shape our future. This event is free and welcome to all! We can’t wait to see you there!</span></p>",{artist talk},{}
<p>Join Yvonne and the Lex Center for Creative ReUse to celebrate World Embroidery Day!</p><p>Bring along your current stitching project and stitch along with other lovers of the medium.</p>,{craft},{}
"<p>The Lee Carroll Trio with Danny Cecil and John Knight AND Special Guest Robert Frahm return to Trifecta Glass Art Lounge. Witness the wonder of beautiful art glass pieces being blown (or blowed if you will). Plus, there's a really cool speakeasy bar. They've expanded and upgraded the patio, it's very nice.</p><p><br></p><p>Oh, and the band will be cooking!</p><p><br></p><p>📸 Look at this post on <a href=""https://facebook.com/events/s/lee-carroll-trio-w-special-gue/315154504840052/"" rel=""noopener noreferrer"" target=""_blank"">Facebook</a>&nbsp;</p>","{music,jazz,speakeasy}",{}
"<p><span style=""color: rgb(61, 62, 62);"">Join us on Saturday, March 2 at 1pm for a special artist talk &amp; portrait session with Rudy Salgado of River City Tintype Photography Studio! Rudy will show historical wet-plate collodion images from his collection, and share his experience and portfolio, as a 21st century wet-plate artist. Collodion photography was invented in 1851 and swiftly became popular for Americans as portraits and tourist images throughout the 19th century. Rudy pairs his passion for history with contemporary portraiture as a working artist. Like 19th-century tintype photographers, he will bring a mobile darkroom and make photographic plates on site after his presentation. You can sign up to get your very own portrait done on Saturday between 2pm-7pm here:&nbsp;</span><a href=""https://bookrivercitytintype.as.me/schedule.php"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(6, 119, 214); background-color: rgb(255, 255, 255);"">https://bookrivercitytintype.as.me/schedule.php</a></p>","{photo,artist talk}",{}
"<p>The 12th Annual Harry Dean Stanton Fest celebrates Stanton's love of music with a line-up of films that are about musicianship and/or have a strong focus on soundtrack. This year's guests include Allison Anders, Mydolls, Tommy Stinson, and Will Oldham.</p><p><br></p><p>Friday, July 12:</p><p><br></p><p><br></p><p>REPO MAN</p><p><br></p><p>Cemetery Screening at Harry Dean Stanton's Final Resting Place</p><p>Blue Grass Memorial Gardens</p><p>Gates at 8 pm, Screening at Dusk</p><p>FREE</p><p><br></p><p><br></p><p>Saturday, July 13:</p><p><br></p><p><br></p><p>COOL HAND LUKE</p><p>The Farish Theater</p><p>Noon</p><p>FREE</p><p><br></p><p><br></p><p>PARIS, TEXAS Panel Discussion featuring Allison Anders and Mydolls</p><p>The Farish Theater</p><p>2:30 pm</p><p>FREE</p><p><br></p><p><br></p><p>PRETTY IN PINK</p><p>The Farish Theatre</p><p>3:15 pm</p><p>FREE</p><p><br></p><p><br></p><p>Tommy Stinson and Mydolls at The Green Lantern Bar</p><p>Doors at 7 pm, Music at 8 pm</p><p>$18 Advance Tix, $25 Door</p><p><br></p><p><br></p><p><br></p><p>Sunday, July 14:</p><p><br></p><p><br></p><p>CISCO PIKE&nbsp;</p><p>The Farish Theater&nbsp;</p><p>1 pm&nbsp;</p><p>FREE</p><p><br></p><p><br></p><p>THE ROSE&nbsp;</p><p>The Farish Theater&nbsp;</p><p>2:50 pm&nbsp;</p><p>FREE</p><p><br></p><p><br></p><p>THIS MUST BE THE PLACE</p><p>Preceded by Q&amp;A with Will Oldham</p><p>The Kentucky Theatre</p><p>Doors at 6 pm, Film at 7 pm</p><p>$10</p><p><br></p><p>Tickets available at <a href=""https://www.harrydeanstantonfest.org "" rel=""noopener noreferrer"" target=""_blank"">www.harrydeanstantonfest.org&nbsp;</a></p><p><br></p>",{film},{}
"<p><span style=""color: rgb(29, 29, 29);"">Show No. 178 features trumpeter Mike Wade, aka “Shorty Bop,” and his Bebop Quintet with Jackson Steiger on piano and Bill Jackson on bass plus newcomers Edgar Byers on saxophone and James Gaiters on drums. Sponsored by&nbsp;</span><a href=""https://www.jazzbooks.com/mm5/merchant.mvc?Screen=SFNT"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(118, 58, 199);"">Jamey Aebersold Jazz</a><span style=""color: rgb(29, 29, 29);"">&nbsp;and the&nbsp;</span><a href=""https://www.jazzartsfoundation.org/headlines/special-international-jazz-day-concert-tuesday-april30-2024-the-bruce-lewis-trio-700-815pm/"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(118, 58, 199);"">Jazz Arts Foundation</a><span style=""color: rgb(29, 29, 29);"">.</span></p>",{music},{}
"<p>Presented by the <a href=""https://finearts.uky.edu/music/jazz-ensembles"" rel=""noopener noreferrer"" target=""_blank"">UK Jazz Ensemble</a> &amp; UK Lab Band.</p>",{music},{}
"<p><span style=""color: rgba(18, 18, 18, 0.75);"">Join Emma Hudelson author of</span><em style=""color: rgba(18, 18, 18, 0.75);""> Sky Watch: Chasing an American Saddlebred Story&nbsp;</em><span style=""color: rgba(18, 18, 18, 0.75);"">for a lecture, book signing and reception.  This book is not only the tale of a remarkable horse, but of the American Saddlebred breed and the way these horses carried one rider back to herself. Tracking the path of Sky Watch's success, Hudelson's book is a deeply personal homage to one of the sport's greatest show horses and the indelible impression he left on the breed and in the hearts of those who loved him.&nbsp;</span></p>","{literary arts,talk}",{}
"<p>Colin Stetson is a bold, singular force in contemporary music. His recorded output, not to mention studio and live collaborations – with, among others, Lou Reed, Tom Waits, LCD Soundsystem, The National, Chemical Brothers, Bon Iver and Bill Laswell – has proven as prolific as it is praiseworthy. Since the 21st century's early years Stetson has gained a well-deserved reputation as an exceptional musician, his devotion to craft consummate, his commitment to innovation indisputable. Known for assertive, powerhouse performances on the saxophone – chiefly bass and alto, but also soprano, tenor and baritone – Stetson employs extended techniques and intense dynamic volumes to maximum effect. He's similarly at home, though, whatever the musical context, on clarinet, flute, French Horn and cornet. One might even say he operates in a field all his own.</p><p>Stetson's 2007 breakthrough album, <em>New History Warfare Vol. 1</em>, coincided with his drafting by Arcade Fire, with whom he'd play until 2010. That year he moved to Montreal to join his future (but now ex-) wife, the band's Sarah Neufeld, with whom he recorded the fervid and beautiful album, <em>Never Were The Way She Was</em> (2015), and the following year he released ""Sorrow,"" an extraordinary reimagining of Gorecki's legendary Symphony of Sorrow. In-between he completed the <em>New History Warfare</em> trilogy, a virtuosic illustration of the ""world-building,"" as he calls it, that's critical to much of his solo work, while 2017's <em>All This I Do for Glory</em> consolidated his reputation, earning multiple nominations for critics' Album of the Year lists.</p><p>Stetson's nature is defiantly single-minded, and his dogged focus is always evident; his swooping, circling and soaring motifs display as much sensitivity as strength. This is something to which his striking – and diverse – contributions to film, TV and game scores also powerfully attest, including, most recently, 2018's<em> Hereditary</em> and <em>Red Dead Redemption 2</em>, 2021's <em>Among The Stars</em>, and 2022's <em>Texas Chainsaw Massacre</em> and <em>The Menu</em>. As distinguished BBC broadcaster Mary Anne Hobbs once observed, Colin Stetson is ""an artist that can change the way you actually think about music.""</p>",{music},{}
"<p>Joe Gatto is a comedian best known from the hit TV shows <em>Impractical Jokers</em> and <em>The Misery Index</em>. He has toured with the Jokers live comedy show to sold-out crowds across the world, including legendary arenas, such as Madison Square Garden in New York and the O2 Arena in London. Currently, Joe tours with his stand-up solo show <em>Joe Gatto's Night of Comedy</em> in sold out theaters across the United States. Joe is passionate about supporting anti-bullying organizations and animal rescue initiatives. He happily advocates for the ""Adopt, Don't Shop"" movement with his non-profit Gatto Pups and Friends which operates on Long Island, NY catering to mainly senior and disabled pups. Joe also hosts a popular comedy podcast called <em>Two Cool Moms</em> on the iHeart Radio Podcast Network where he and his co-host dispenses sage motherly advice to fans who write in with their dilemmas. He also lives his life by a code of pastry and family, loving his wife, two children and cannoli.</p><p><strong><em>Parental Discretion Advised - Age 16+ Suggested</em></strong></p>",{comedy},{}
"<p>You can be part of this exciting event and get an inside look at the process of recording a Live Music Video to support the release of Alioune’s album KORSA. The album was recorded in Dakar Senegal and our hometown of Lexington KY using the finest musicians from two continents.</p><p>Following the filming Alioune and the band will play a set of music from the album. For the first time the CD will be available for purchase at the theater!</p><p>Alioune will be joined by guitarist Abdulaye Kone from the Ivory Coast of West Africa (appeared with Alioune in 2022), Haitian drummer Johnbern Thomas (who played here with Paul Beaubrun in December), bassist Rade Bemamg from Madagascar, Lexington’s Percussionist Ibrahima Diop from Senegal, and producer/keyboardist Lee Carroll.</p><p>GreenRoom Exchange is excited to present this PopUp show at our favorite venue, the Pam Miller Downtown Arts Center Black Box Theater. See you there!&nbsp;</p>","{music,world music,Senegal,Africa,GreenRoom Exchange,Lee Carroll}",{}
"<p>""You are a Black character in a horror movie. Prove that you can stay alive. Name one Black character that survived a horror movie. You must answer correctly, or you die.""</p><p>The Horror Murder Movie Club's August selection is The Blackening, a 2022 comedy horror slasher directed by Tim Story. The Blackening centers around a group of Black friends who reunite for a Juneteenth weekend getaway only to find themselves trapped in a remote cabin with a twisted killer. Forced to play by his rules, the friends soon realize this ain't no game.</p>",{film},{}
"<p><a href=""https://finearts.uky.edu/singletary-center"" rel=""noopener noreferrer"" target=""_blank"">The Singletary Center for the Arts</a> presents a co-headlining performance by two of the South's finest songwriters, Louisville's Joan Shelley and Durham, NC's Jake Xerxes Fussell.</p><p>Joan&nbsp;Shelley is a songwriter and singer who lives near Louisville, Ky., not far from where she grew up. She draws inspiration from traditional and traditionally-minded performers from her native Kentucky, as well as those from Ireland, Scotland, and England, but she's not a folksinger. Her disposition aligns more closely with that of, say, Roger Miller, Dolly Parton, or her fellow Kentuckian Tom T. Hall, who once explained—simply, succinctly, in a song—""I Witness Life.""</p><p>Since the 2015 release of her album <em>Over and Even</em>, Shelley has crossed the country and toured Europe several times as a headlining artist, typically with guitarist Nathan Salsburg, and sharing shows with the likes of Jake Xerxes Fussell, Bonnie ""Prince"" Billy, The Other Years, and Michael Hurley. She has opened for Wilco, Chris Smither, Patty Griffin, Andrew Bird and Richard Thompson and has appeared as a guest on <em>WTF with Marc Maron</em>, <em>Fresh Air</em> and <em>Later… with Jools Holland</em>.</p><p>Singer, guitarist, and folk music interpreter Jake Xerxes Fussell has distinguished himself as one of his generation's preeminent interpreters of traditional (and not so traditional) ""folk"" songs, a practice which he approaches with a refreshingly unfussy lack of nostalgia. By recontextualizing ancient vernacular songs and sources of the American South, he allows them to breathe and speak for themselves and for himself; he alternately inhabits them and allows them to inhabit him. In all his work, Fussell humanizes his material with his own curatorial and interpretive gifts, unmooring stories and melodies from their specific eras and origins and setting them adrift in our own waterways.</p><p>Fussell's newest album, <em>Good and Green Again</em> was released Jan 21, 2022 via Paradise of Bachelors. Produced by James Elkington, the record navigates fresh sonic and compositional landscapes and is, perhaps, his most conceptually focused to-date.&nbsp;He has toured with the Decembrists, Wilco, the Magnetic Fields, Joan Shelley, and Bill Callahan and was an artist-in-residence for the 2023 Big Ears Music Festival.</p>",{music},{}
<p>Join us in celebration of Black History Month for a screen-printing workshop! This Black History-themed workshop is designed to help you create a unique print you can take home that day. No registration is required.</p>,"{holiday,printmaking}",{}
"<p>Greg Warren, most recently seen on <em>Late Night with Seth Meyers</em>, <em>The Late Late Show on CBS</em> and <em>Last Comic Standing</em>, has built a strong fan base with an act inspired by his Midwestern upbringing. His CDs, <em>Fish Sandwich</em> (2017) <em>Running Out of Time</em> (Sept 2013) and <em>One Star Wonder</em> (June 2009) hit #1, #3 and #6 respectively on the iTunes Comedy charts. Self-deprecation, frustration and an arsenal of lifelike characters highlight Greg's colorful perspective.</p><p>Greg attracts a diverse audience, having performed on BET's <em>Coming to the Stage</em>, Country Music Television's <em>Comedy Stage</em> and Comedy Central's <em>Comedy Central Presents</em>. He is a favorite on the nationally syndicated <em>Bob &amp; Tom</em> radio show. He toured theaters across the country with The Bob &amp; Tom All Stars Comedy Tour.</p><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL0</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>",{comedy},{}
,{art},{}
"<p><span style=""color: rgb(55, 65, 81);"">Urameshi</span></p><p><span style=""color: rgb(55, 65, 81);"">WAC</span></p><p><span style=""color: rgb(55, 65, 81);"">Home Grown Head</span></p><p><span style=""color: rgb(55, 65, 81);"">Mule Haggard</span></p><p><span style=""color: rgb(55, 65, 81);"">Trevor's Lightening Project</span></p><p><span style=""color: rgb(55, 65, 81);"">Wicked Peace</span></p><p><span style=""color: rgb(55, 65, 81);"">A Void Thinking</span></p><p><span style=""color: rgb(55, 65, 81);"">Naptaker</span></p><p><span style=""color: rgb(55, 65, 81);"">Jarley Yung</span></p><p><span style=""color: rgb(55, 65, 81);"">Bodaggit</span></p><p><br></p><p><span style=""color: rgb(55, 65, 81);"">Doors 4PM</span></p><p><br></p><p><span style=""color: rgb(55, 65, 81);"">Rock, served medium-rare, smothered in warm groove and shuffle butter. Side of fully loaded blues and fresh jams.</span></p>",{music},{}
"<p><strong>Sundy Best</strong> is an American country duo formed by Nick Jamerson and Kris Bentley from Prestonsburg, Kentucky. They are crowd rockers who are both prolific songwriters, offering a blend of country, Appalachian folk, bluegrass, rock, soul, and R&amp;B. Their Appalachian roots intertwine into the lyrics and melodies of every song they sing.</p><p>In 2013 CMT discovered Sundy Best and began playing their video ""Home."" Entertainment One signed the duo in 2013 and re-released <em>Door Without A Screen</em>, adding seven songs including new ones, as well as fan favorites from their shows. They have since released four albums.</p><p>The 23-year-old singer/songwriter <strong>Hannah Howard</strong>'s raw and impassioned songwriting was birthed from life in small-town Appalachia. From uplifting melodies to heart-rending ballads, Hannah writes and performs from a place of deep, intense emotion and awareness. Her talent brings a new spin on indie/ folk rock- claiming the title of ""ethereal folk.""</p><p>All ages | Ticket purchase is required for all attendees. 18 and under must be accompanied by an adult. All parties must present ID.</p><p>General Admission | Standing Only</p><p>No refunds</p>",{music},{}
"<p>John Nardolillo, conductor</p><p>University of Kentucky Choirs</p><p>Jefferson Johnson, director</p><p>Lori Hetzel, director</p><p>Beth Wilson, director</p><ul><li>Jean Sibelius: Symphony No. 5</li><li>Wolfgang Amadeus Mozart: Requiem</li></ul>",{music},{}
